,geometry,osid,theme,changetype,name1_text,name2_text,roadlinkid,description,versiondate,name1_language,name2_language,routehierarchy,geometry_length_m,alternatename1_text,alternatename2_text,capturespecification,versionavailabletodate,alternatename1_language,alternatename2_language,roadclassificationnumber,versionavailablefromdate,presenceofpavement_source,presenceofpavement_sideofroad,presenceofpavement_updatedate,presenceofpavement_evidencedate,presenceofpavement_capturemethod,presenceofpavement_averagewidth_m,presenceofpavement_minimumwidth_m
11,"LINESTRING (-1.3588091 54.5170108, -1.3588575 54.5170109)",a8a6fa02-69d4-477f-b34a-6096dbbf0dc0,Transport,New,,,b581ac59-df8e-4c50-bf52-6392d9f09410,Pavement,2023-11-10,,,Restricted Local Access Road,3.138,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-05-09,Automated Process,1.07,0.96
12,"LINESTRING (-1.3583267 54.5166056, -1.3580906 54.5164026)",b9e26b06-3bbe-429b-9122-5763741c4e17,Transport,Modified Attributes,Urlay Nook Road,,982348ef-8b06-42f3-93f3-2a745e410fe3,Pavement,2023-11-10,,,A Road,27.279,,,Urban,,,,A67,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2020-12-10,Automated Process,1.65,0.83
13,"LINESTRING (-1.3573325 54.5173595, -1.3571975 54.5172067, -1.3571675 54.5171526, -1.3571678 54.5171346, -1.3571837 54.5171077, -1.3572151 54.5170719, -1.357293 54.5170274, -1.358054 54.5167708, -1.3580694 54.5167709)",ccf3695a-2b2a-4205-b1f3-9b18a607ecf1,Transport,Modified Attributes,Marion Avenue,,2a06fcb1-ad73-4496-bc0a-49302f5f3b9c,Pavement,2023-11-10,,,Local Road,100.09,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-05-09,Automated Process,2.06,0.82
14,"LINESTRING (-1.3589247 54.5171122, -1.3588091 54.5170108)",d1035aea-e3a7-49cf-9450-817901596f6a,Transport,New,Urlay Nook Road,,50f52753-78a1-4108-bcd4-6aae04b83ae7,Pavement,2023-09-14,,,A Road,13.549,,,Urban,,,,A67,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-05-09,Automated Process,2.36,0.57
15,"LINESTRING (-1.3588091 54.5170108, -1.3583955 54.5166648)",e987b2e6-bc1a-4a0d-b95b-a41005c3beb2,Transport,Modified Attributes,Urlay Nook Road,,257657b2-ac22-47ba-aba5-8c9fabce2249,Pavement,2023-11-10,,,A Road,46.892,,,Urban,,,,A67,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-05-09,Automated Process,2.71,1.46
16,"LINESTRING (-1.3583955 54.5166648, -1.3581185 54.5164265)",ea92b103-5bcb-44db-a871-66aa64fe2c91,Transport,New,Urlay Nook Road,,982348ef-8b06-42f3-93f3-2a745e410fe3,Pavement,2023-11-10,,,A Road,32.009,,,Urban,,,,A67,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-05-09,Automated Process,3.29,0.82
0,"LINESTRING (-2.1079858 52.9787921, -2.1083652 52.9789411, -2.1086317 52.979048, -2.1086337 52.9790488, -2.1088572 52.9791384, -2.1093194 52.9793268, -2.1099753 52.9795778, -2.1104375 52.9797662, -2.1104907 52.9797862, -2.1105567 52.979811, -2.1107804 52.9799007, -2.1110934 52.9800083, -2.1114661 52.9801337, -2.1117007 52.9802043)",06cec460-5b40-4a45-aade-bb8a84ad0102,Transport,New,Uttoxeter Road,,da2f30b9-6568-4023-a016-93db97239607,Pavement,2023-09-14,,,A Road Primary,294.992,,,Urban,,,,A50,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2018-07-02,Automated Process,1.76,0.79
1,"LINESTRING (-2.1116693 52.9804349, -2.1116537 52.9804525)",2e339559-57a0-4123-94a0-6931df2270e6,Transport,New,,,c5cdec3e-69cf-479e-bef8-98ecf412a15c,Pavement,2023-09-14,,,Restricted Local Access Road,2.218,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2020-04-25,Automated Process,1.75,1.29
2,"LINESTRING (-2.1116868 52.9804151, -2.1115758 52.9803805)",434ce102-3a30-4258-8bd2-c091cc116986,Transport,Modified Attributes,Uttoxeter Road,,254a61b6-0d8a-4667-980f-aee895186af1,Pavement,2023-11-10,,,Local Road,8.391,Railway Road,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2020-04-25,Automated Process,1.71,1.03
3,"LINESTRING (-2.1115758 52.9803805, -2.1113325 52.9803047, -2.1110194 52.9801881, -2.1109294 52.9801548)",44283ac6-e70c-4491-b908-f6298b111f8a,Transport,New,Uttoxeter Road,,e06701c6-ca82-4c36-8b9e-0c5737a3b385,Pavement,2023-09-14,,,Local Road,50.177,Railway Road,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2020-04-25,Automated Process,2.09,0.46
4,"LINESTRING (-2.1116702 52.9804339, -2.111654 52.9804521)",5dd0cbae-c6d4-4fca-ab08-2402a97d66f8,Transport,New,,,c5cdec3e-69cf-479e-bef8-98ecf412a15c,Pavement,2023-09-14,,,Restricted Local Access Road,2.301,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2020-04-25,Automated Process,1.79,0.96
5,"LINESTRING (-2.1115611 52.9803955, -2.1115411 52.9804159)",7126c825-6b79-41f1-af19-d4508e3670bf,Transport,New,,,6f090d34-9f71-46f3-859a-6a8576cdffb3,Pavement,2023-09-14,,,Restricted Secondary Access Road,2.634,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2020-04-25,Automated Process,1.76,1.24
6,"LINESTRING (-2.1116868 52.9804151, -2.1115758 52.9803805)",7be81cc0-890f-42ed-8fa2-3165f52024fb,Transport,Modified Attributes,Uttoxeter Road,,254a61b6-0d8a-4667-980f-aee895186af1,Pavement,2023-11-10,,,Local Road,8.391,Railway Road,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2015-12-24,Automated Process,2.22,1.13
7,"LINESTRING (-2.1119234 52.9804883, -2.1117349 52.9804301, -2.1116869 52.9804152)",864dd062-bf28-434e-8389-d20469b71437,Transport,New,Uttoxeter Road,,e26d8eb8-a034-43ce-9cd9-6b8395b90260,Pavement,2023-09-14,,,Local Road,17.841,Railway Road,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2020-04-25,Automated Process,1.99,0.83
8,"LINESTRING (-2.1133653 52.980892, -2.1130466 52.9808154, -2.1126889 52.9807169, -2.1122865 52.9806004, -2.1119239 52.9804885)",9252ce92-41d9-420a-9708-0c4d5bcf4c5e,Transport,New,Uttoxeter Road,,ccfdc0f2-78b0-4492-8acf-14babcf4aa38,Pavement,2023-09-14,,,Local Road,106.74,Railway Road,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2020-04-25,Automated Process,2.23,1.14
9,"LINESTRING (-2.1117007 52.9802043, -2.1119431 52.9802771, -2.1124498 52.9804025, -2.1129118 52.9805279, -2.1130165 52.9805561)",9498e40c-0258-4b49-9a76-6338367917c9,Transport,New,Uttoxeter Road,,23da0eb0-9664-4d59-b2d1-21df6396b0f1,Pavement,2023-09-14,,,A Road Primary,96.66,,,Urban,,,,A50,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2018-07-02,Automated Process,2.19,1.21
10,"LINESTRING (-2.1119651 52.9803817, -2.1119433 52.980376, -2.1116601 52.9802954, -2.1113322 52.9801878, -2.111049 52.9800982, -2.1106017 52.9799368, -2.1104107 52.9798602, -2.1102887 52.9798113, -2.1091258 52.9793539, -2.1083208 52.979058)",d9d83ef0-7b46-4d08-8837-34d4d65e42de,Transport,Modified Attributes,Uttoxeter Road,,fe4ae4fd-8f38-48dd-82f4-4d45c8b10601,Pavement,2023-11-10,,,A Road Primary,285.854,,,Urban,,,,A50,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2015-12-24,Automated Process,1.6,0.75
11,"LINESTRING (-2.1115758 52.9803805, -2.1113325 52.9803047, -2.1110194 52.9801881, -2.1109294 52.9801548)",dd05f9a3-f0ba-456a-96c7-3a6c2f9e8705,Transport,New,Uttoxeter Road,,e06701c6-ca82-4c36-8b9e-0c5737a3b385,Pavement,2023-09-14,,,Local Road,50.172,Railway Road,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2015-12-24,Automated Process,2.16,1.45
12,"LINESTRING (-2.111557 52.9803997, -2.1115384 52.9804186)",f29c10db-ee47-4d67-a924-1de185381801,Transport,New,,,6f090d34-9f71-46f3-859a-6a8576cdffb3,Pavement,2023-09-14,,,Restricted Secondary Access Road,2.446,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2020-04-25,Automated Process,1.66,0.77
13,"LINESTRING (-2.1118896 52.9804779, -2.1117349 52.9804301, -2.1116868 52.9804151)",f7a8f138-de96-42e3-85e0-f16fb9671ac3,Transport,New,Uttoxeter Road,,e26d8eb8-a034-43ce-9cd9-6b8395b90260,Pavement,2023-09-14,,,Local Road,15.299,Railway Road,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2015-12-24,Automated Process,2.82,1.35
0,"LINESTRING (-0.4491799 50.9169559, -0.4496387 50.9170256)",13de21ea-7171-42a9-9b9a-17e599b3e777,Transport,New,Manleys Hill,,d49224f4-012d-442a-99da-66b8c437944f,Pavement,2023-09-14,,,A Road,33.18,Manley's Hill,,Urban,,,,A283,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2022-02-10,Automated Process,1.35,1.0
1,"LINESTRING (-0.4503255 50.9171944, -0.4501798 50.9171533, -0.4500104 50.9171151, -0.4496387 50.9170256)",19c762e1-ba18-4b90-b531-acc4cbd57488,Transport,Modified Attributes,Manleys Hill,,b84601e3-844c-4608-8cd5-00fbf4dca1b4,Pavement,2023-11-10,,,A Road,51.82,Manley's Hill,,Urban,,,,A283,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2022-02-10,Automated Process,1.73,1.23
2,"LINESTRING (-0.4483518 50.9168012, -0.4484249 50.9168156, -0.4486756 50.9168623, -0.4490364 50.9169334)",1ba44966-792f-415e-9163-abb14ca4a504,Transport,Modified Attributes,Manleys Hill,,ed3a8b30-cd53-4aba-b526-f2d12ab17645,Pavement,2023-11-10,,,A Road,50.333,Manley's Hill,,Urban,,,,A283,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2018-03-12,Automated Process,1.83,0.83
3,"LINESTRING (-0.4497891 50.9166712, -0.4497909 50.9166805, -0.4497948 50.9167525, -0.4497788 50.9168062, -0.4496999 50.9169299)",25f8ac94-b4b8-4fbe-a92b-4ab9ef80a742,Transport,New,Meadowside,,9168dd8c-0983-49a7-b12d-ed7ae0aa2b7f,Pavement,2023-11-10,,,Local Road,29.964,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2015-04-15,Automated Process,1.87,1.16
4,"LINESTRING (-0.4498671 50.9166377, -0.4499164 50.9166482)",69a1f645-3e90-4d60-8a9c-db0d1ffcf616,Transport,New,,,84a58c55-bc55-48c4-801f-03116309d1b6,Pavement,2023-09-14,,,Restricted Local Access Road,3.657,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2015-04-15,Automated Process,1.29,1.1
5,"LINESTRING (-0.4503226 50.9171935, -0.4501798 50.9171533, -0.4500104 50.9171151, -0.4497966 50.9170636)",6d891cd2-3b2e-49ba-9a7f-a10516dc4dba,Transport,New,Manleys Hill,,b84601e3-844c-4608-8cd5-00fbf4dca1b4,Pavement,2023-11-10,,,A Road,39.717,Manley's Hill,,Urban,,,,A283,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2015-04-15,Automated Process,1.39,1.35
6,"LINESTRING (-0.4497785 50.9166393, -0.449785 50.9166497, -0.4497909 50.9166805, -0.4497948 50.9167525, -0.4497788 50.9168062, -0.4496662 50.9169826)",713400ca-d4a6-4f47-a1cc-cf6c4692b138,Transport,New,Meadowside,,9168dd8c-0983-49a7-b12d-ed7ae0aa2b7f,Pavement,2023-11-10,,,Local Road,39.936,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2019-07-24,Automated Process,1.71,0.98
7,"LINESTRING (-0.4496021 50.9164761, -0.449703 50.9165388, -0.4497586 50.9166069, -0.4497785 50.9166393)",858be60e-d36c-4d59-a285-feb311e661ac,Transport,New,Meadowside,,eb8c57e8-bd65-494b-8713-a7e771df2ea7,Pavement,2023-09-14,,,Local Road,22.337,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-07-24,Automated Process,1.7,0.95
8,"LINESTRING (-0.4490509 50.9169406, -0.4490548 50.9169765)",8e295012-cc30-4c52-8ca1-f9cd326afaf2,Transport,New,Byne Close,,55c3c484-1698-45ae-9b24-645d79eb2ee0,Pavement,2023-09-14,,,Restricted Local Access Road,3.996,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-03-12,Automated Process,1.13,0.81
9,"LINESTRING (-0.4491357 50.9169491, -0.4495741 50.9170158)",f39a2f5c-029f-4697-b32f-eb23af614226,Transport,New,Manleys Hill,,d49224f4-012d-442a-99da-66b8c437944f,Pavement,2023-09-14,,,A Road,31.698,Manley's Hill,,Urban,,,,A283,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-07-24,Automated Process,1.91,1.08
0,"LINESTRING (-1.4072382 54.9182217, -1.4076278 54.9182541, -1.4081576 54.9182981, -1.4086089 54.9183722, -1.4087178 54.9183907, -1.4087423 54.9183963)",0c435d2c-6f35-47bf-9ad0-8367d458024a,Transport,New,Wessington Way,,f339902b-8180-4fda-bdbc-c041c3de0a04,Pavement,2023-09-14,,,A Road,98.588,,,Urban,,,,A1290,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2021-04-19,Automated Process,1.32,0.82
1,"LINESTRING (-1.4081119 54.9193032, -1.4081776 54.9190621, -1.4082467 54.9184855)",0e7dd949-ecdd-4d2a-b6ba-1b79772ba71a,Transport,New,Abbay Street,,2dc68e4e-92bb-49a5-a198-891d98801419,Pavement,2023-11-10,,,Local Road,91.474,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2018-06-25,Automated Process,1.78,0.75
2,"LINESTRING (-1.4074151 54.9181475, -1.407629 54.9181677, -1.4082522 54.9182267, -1.4085325 54.918264, -1.4087191 54.9183009, -1.4088904 54.9183286, -1.4091236 54.9183837, -1.4098225 54.9185938, -1.4106463 54.9188045, -1.4108421 54.918846)",0fe08b6a-3141-43e4-83fa-6cd29661ef34,Transport,Modified Attributes,Wessington Way,,aad61759-5b54-4a5f-8348-4eae357ce51f,Pavement,2023-11-10,,,A Road,234.713,,,Urban,,,,A1290,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-03-14,Automated Process,2.4,0.96
3,"LINESTRING (-1.4077967 54.9184401, -1.4076252 54.9184329, -1.4073133 54.9184198)",148b5a8b-8c92-4964-b45c-4012055812dd,Transport,New,Abbay Street,,cdcc9f93-35da-4860-bf99-b4ddef653c6b,Pavement,2023-09-14,,,Local Road,31.064,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2021-04-19,Automated Process,1.91,1.24
4,"LINESTRING (-1.4077565 54.9184385, -1.4076252 54.9184329, -1.4073832 54.9184228)",14934388-9c88-40e5-8d8a-27dcdd6b3307,Transport,New,Abbay Street,,cdcc9f93-35da-4860-bf99-b4ddef653c6b,Pavement,2023-09-14,,,Local Road,23.989,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2018-06-25,Automated Process,1.01,0.86
5,"LINESTRING (-1.4081877 54.9184587, -1.4078177 54.9184411)",1997d130-4121-4b99-8066-da327fd92580,Transport,New,Abbay Street,,7a3978a5-bf30-4b06-97c0-8c0b34e0e5f1,Pavement,2023-09-14,,,Local Road,23.8,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2018-06-25,Automated Process,0.95,0.73
6,"LINESTRING (-1.4086593 54.9187975, -1.4086667 54.91874)",7afdaf6a-1a16-46a4-bce1-114daa4ff11b,Transport,New,Park Row,,44352fad-d3fb-49bf-9423-8c61e40f730c,Pavement,2023-09-14,,,Local Road,6.419,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-06-25,Automated Process,0.42,0.42
7,"LINESTRING (-1.4086932 54.9185331, -1.4086977 54.9184977)",958f1677-3597-49d4-8532-75b73acadb94,Transport,New,Park Row,,fe332fb1-0fd7-4083-bfb5-2322fb76d39b,Pavement,2023-09-14,,,Local Road,3.954,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2021-04-19,Automated Process,0.66,0.66
8,"LINESTRING (-1.4082276 54.9184631, -1.4082176 54.9184602, -1.4077982 54.9184402)",b5d66450-ed9c-4ac7-8c75-e1a7a3f00a38,Transport,New,Abbay Street,,7a3978a5-bf30-4b06-97c0-8c0b34e0e5f1,Pavement,2023-09-14,,,Local Road,27.694,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2021-04-19,Automated Process,1.87,1.87
9,"LINESTRING (-1.4086482 54.9188846, -1.4086932 54.9185331)",bda6c1fb-0f0d-4766-827d-2ce8a9f473ab,Transport,New,Park Row,,44352fad-d3fb-49bf-9423-8c61e40f730c,Pavement,2023-09-14,,,Local Road,39.225,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2021-04-19,Automated Process,0.72,0.7
10,"LINESTRING (-1.4081249 54.9192555, -1.4081776 54.9190621, -1.4082487 54.9184693)",cb328086-0c0f-407e-a79a-c6a0b57e58ff,Transport,Modified Attributes,Abbay Street,,2dc68e4e-92bb-49a5-a198-891d98801419,Pavement,2023-11-10,,,Local Road,87.909,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2021-04-19,Automated Process,1.86,1.55
11,"LINESTRING (-1.4087423 54.9183963, -1.4091221 54.9184825, -1.4100238 54.9187477, -1.4102716 54.9188206, -1.4108158 54.9189491, -1.4113916 54.9190507, -1.4115365 54.919069, -1.4116804 54.9190872)",fe83dbdb-20a0-4e19-8df8-c558a3e4a555,Transport,Modified Attributes,Wessington Way,,ed0406bd-76e4-42f8-924d-c037f0a2964e,Pavement,2023-11-10,,,A Road,204.161,,,Urban,,,,A1290,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2021-04-19,Automated Process,1.52,0.85
0,"LINESTRING (-0.0421358 51.5224318, -0.0421767 51.5224411)",0edd31e6-18cb-49e0-8988-51930ea64e54,Transport,New,Mile End Road,,c0e0a1db-63d8-4b5d-9a85-b81fc27e4bf1,Pavement,2023-09-14,,,A Road Primary,3.027,,,Urban,,,,A11,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-06-17,Automated Process,1.62,0.91
1,"LINESTRING (-0.0419782 51.5227222, -0.042138 51.5229891, -0.0422859 51.5232479)",1adfc2d4-8aee-42eb-a051-d0966b8b99a0,Transport,Modified Attributes,Bancroft Road,,ba33c47a-4d3f-4bbf-9d1d-a4753dad4c60,Pavement,2023-11-10,,,Local Road,62.268,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2017-04-06,Automated Process,3.95,1.27
2,"LINESTRING (-0.0426964 51.5223592, -0.0421767 51.5224411)",2eff9e44-de5c-4d33-a151-081ebf4b9d67,Transport,New,Mile End Road,,48780578-41fc-4bff-90ce-d162ce820a10,Pavement,2023-09-14,,,A Road Primary,37.197,,,Urban,,,,A11,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-06-17,Automated Process,2.5,0.65
3,"LINESTRING (-0.0419686 51.522483, -0.0420058 51.5224555, -0.0420196 51.522453, -0.0421085 51.5224368, -0.0421358 51.5224318)",377075c8-4e02-4281-aac5-626795274bcb,Transport,New,Mile End Road,,a50ef546-24a3-4f43-b0dc-eaafb5e19fec,Pavement,2023-09-14,,,A Road Primary,13.398,,,Urban,,,,A11,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-06-29,Automated Process,3.34,1.33
4,"LINESTRING (-0.0416917 51.5225364, -0.0411673 51.522638)",4f550d78-aa87-4549-927c-fdbe9c63263e,Transport,New,Mile End Road,,db76a823-7236-4eb0-85fb-306b5bcea68f,Pavement,2023-09-14,,,A Road Primary,38.107,,,Urban,,,,A11,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-06-17,Automated Process,4.92,1.49
5,"LINESTRING (-0.0419007 51.5225797, -0.0419241 51.5226249)",4fe678dd-a3e3-4cdc-b5ce-b166a30f932b,Transport,Modified Attributes,Bancroft Road,,ba33c47a-4d3f-4bbf-9d1d-a4753dad4c60,Pavement,2023-11-10,,,Local Road,5.289,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-06-17,Automated Process,2.86,1.42
6,"LINESTRING (-0.0432507 51.5222874, -0.0431048 51.5222949, -0.042736 51.522353)",5977b8ed-e7d4-4580-9ab4-30f21e3b3d3d,Transport,New,Mile End Road,,ddec0df7-c3ff-455c-b1a2-963663512918,Pavement,2023-09-14,,,A Road Primary,36.557,,,Urban,,,,A11,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-06-17,Automated Process,2.82,1.38
7,"LINESTRING (-0.0419802 51.5227254, -0.042138 51.5229891, -0.0422989 51.5232706)",5fb5f068-a58a-46c3-930e-9cae8d3cebe6,Transport,Modified Attributes,Bancroft Road,,ba33c47a-4d3f-4bbf-9d1d-a4753dad4c60,Pavement,2023-11-10,,,Local Road,64.548,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2019-06-29,Automated Process,5.15,1.02
8,"LINESTRING (-0.0427075 51.5223575, -0.0421853 51.5224398, -0.0421767 51.5224411)",6559ca54-4260-4b8b-bc73-bf6170b12546,Transport,New,Mile End Road,,48780578-41fc-4bff-90ce-d162ce820a10,Pavement,2023-09-14,,,A Road Primary,37.989,,,Urban,,,,A11,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-06-23,Automated Process,2.97,0.61
9,"LINESTRING (-0.0419014 51.522581, -0.0419255 51.5226276)",689c69b4-85dd-4cd7-86f4-9c44bf3c6be8,Transport,Modified Attributes,Bancroft Road,,ba33c47a-4d3f-4bbf-9d1d-a4753dad4c60,Pavement,2023-11-10,,,Local Road,5.451,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-06-17,Automated Process,2.53,1.26
10,"LINESTRING (-0.0418045 51.5225145, -0.0416917 51.5225364)",71bb7f95-75f9-45fd-ad20-f749bde7d44a,Transport,Modified Attributes,Mile End Road,,fd910097-078a-4b95-b38a-6f9f74c61c9b,Pavement,2023-11-10,,,A Road Primary,8.194,,,Urban,,,,A11,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-06-17,Automated Process,3.25,1.31
11,"LINESTRING (-0.0432366 51.5222881, -0.0431048 51.5222949, -0.0427143 51.5223564, -0.0427141 51.5223564, -0.0427134 51.5223566, -0.042712 51.5223568)",79816e02-1782-47ed-8a9d-ec42fc093a9d,Transport,New,Mile End Road,,ddec0df7-c3ff-455c-b1a2-963663512918,Pavement,2023-09-14,,,A Road Primary,37.291,,,Urban,,,,A11,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-06-23,Automated Process,3.03,0.6
12,"LINESTRING (-0.0421165 51.5224753, -0.0420609 51.5224866)",9943066c-bd59-497d-bd8e-fea5ab436ea4,Transport,New,Mile End Road,,0874c73d-6b4c-4042-9ee7-5f7901ae1a24,Pavement,2023-09-14,,,A Road Primary,4.055,,,Urban,,,,A11,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-06-17,Automated Process,1.12,1.12
13,"LINESTRING (-0.0421358 51.5224318, -0.0421767 51.5224411)",9ebdc0b9-f19c-49bc-b430-f38228cde5c4,Transport,New,Mile End Road,,c0e0a1db-63d8-4b5d-9a85-b81fc27e4bf1,Pavement,2023-09-14,,,A Road Primary,3.027,,,Urban,,,,A11,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-06-23,Automated Process,1.3,0.61
14,"LINESTRING (-0.0421767 51.5224411, -0.0421522 51.5224681, -0.0421309 51.5224724, -0.0420372 51.5224914, -0.042024 51.5224941, -0.0420015 51.5224896)",b30aea18-df85-4c8e-8e3d-5d9e65767eb2,Transport,New,Mile End Road,,0874c73d-6b4c-4042-9ee7-5f7901ae1a24,Pavement,2023-09-14,,,A Road Primary,14.444,,,Urban,,,,A11,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-06-17,Automated Process,3.29,1.32
15,"LINESTRING (-0.0418613 51.5225035, -0.0416978 51.5225352, -0.0416917 51.5225364)",b7dd0352-c5ec-4ca6-88aa-28deb731fe92,Transport,Modified Attributes,Mile End Road,,fd910097-078a-4b95-b38a-6f9f74c61c9b,Pavement,2023-11-10,,,A Road Primary,12.319,,,Urban,,,,A11,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2019-06-29,Automated Process,4.09,1.11
16,"LINESTRING (-0.0418613 51.5225035, -0.0419686 51.522483)",ce3d0d45-e8f0-4ccb-9bcf-fa5c1ab3021b,Transport,Modified Attributes,Mile End Road,,eab2744e-2f07-49fe-a612-69cb722d2353,Pavement,2023-11-10,,,A Road Primary,7.789,,,Urban,,,,A11,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2019-06-29,Automated Process,3.78,1.36
17,"LINESTRING (-0.0419686 51.522483, -0.0420058 51.5224555, -0.0420196 51.522453, -0.0420418 51.522449, -0.0420979 51.5224387, -0.0421085 51.5224368, -0.0421358 51.5224318)",e10bbea1-3490-4558-9579-ca7245d27087,Transport,New,Mile End Road,,a50ef546-24a3-4f43-b0dc-eaafb5e19fec,Pavement,2023-09-14,,,A Road Primary,13.398,,,Urban,,,,A11,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-06-17,Automated Process,1.1,1.0
18,"LINESTRING (-0.0416917 51.5225364, -0.0411673 51.522638)",e85adae9-118c-4e19-9217-8505a46e7395,Transport,New,Mile End Road,,db76a823-7236-4eb0-85fb-306b5bcea68f,Pavement,2023-09-14,,,A Road Primary,38.107,,,Urban,,,,A11,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-06-29,Automated Process,2.53,1.04
19,"LINESTRING (-0.0419155 51.5224932, -0.0419686 51.522483)",fbe2879f-ced6-4006-bdb5-d6159921b39a,Transport,Modified Attributes,Mile End Road,,eab2744e-2f07-49fe-a612-69cb722d2353,Pavement,2023-11-10,,,A Road Primary,3.853,,,Urban,,,,A11,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-06-17,Automated Process,2.3,1.46
0,"LINESTRING (-2.6149578 53.3895207, -2.6150732 53.3895171)",0d0bd143-4869-4d6f-9b91-80c2b4c68106,Transport,New,Selby Street,,402e3bbd-3312-4672-ac29-9857431677bb,Pavement,2023-11-10,,,Local Road,7.685,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2009-02-18,Automated Process,2.23,1.01
