,geometry,osid,theme,changetype,name1_text,name2_text,roadlinkid,description,versiondate,name1_language,name2_language,routehierarchy,geometry_length_m,alternatename1_text,alternatename2_text,capturespecification,versionavailabletodate,alternatename1_language,alternatename2_language,roadclassificationnumber,versionavailablefromdate,presenceofpavement_source,presenceofpavement_sideofroad,presenceofpavement_updatedate,presenceofpavement_evidencedate,presenceofpavement_capturemethod,presenceofpavement_averagewidth_m,presenceofpavement_minimumwidth_m,distance_to_point,bearing_to_point,site
80,"LINESTRING (393828.6042180714 409252.5603653468, 393835.1355917889 409264.8120815708, 393841.9329360432 409302.81923857133)",e21894d2-b775-4e38-b997-ae2ef8472ad5,Transport,Modified Attributes,Vine Close,,10cc8cd3-6b78-4d28-bc13-684930cee375,Pavement,2023-11-10,,,Local Road,52.489,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2019-04-22,Automated Process,1.9,1.2,88.31910321291832,327.30157105169064,CW
81,"LINESTRING (393958.67090348044 409133.9121338355, 393951.17342377565 409111.8709790065)",e24b6503-51bc-468d-88e9-f2970f4643d5,Transport,New,Milnrow Road,,0f6d5367-be7a-4ff0-abfc-ec9a11d28d80,Pavement,2023-09-14,,,Minor Road,23.281,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-05-09,Automated Process,1.84,0.67,89.84522958422926,244.72369826069706,CW
82,"LINESTRING (393857.68012562103 409135.20215210237, 393868.85070371395 409130.7259713197)",e2b81eea-9505-429f-a853-f2915d398e48,Transport,Modified Attributes,King Albert Street,,0a506bc1-c9c5-4ace-ada7-544c4aac7bbd,Pavement,2023-11-10,,,Local Road,12.033,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-05-09,Automated Process,1.71,1.4,54.71212885621287,154.44893031810273,CW
83,"LINESTRING (393907.99442505353 409115.19855618826, 393921.1383404013 409110.82003251946, 393944.12876095204 409101.9672796223)",e6e74f0d-a1b8-4361-b281-9b4b3eba40b5,Transport,New,King Albert Street,,679e49ca-27c7-48f4-98fa-13d388081436,Pavement,2023-11-10,,,Local Road,38.487,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-05-09,Automated Process,2.9,0.82,72.58922108687092,215.32148498880485,CW
84,"LINESTRING (393800.13814113394 409156.8180493581, 393792.1355440328 409138.81641716044, 393787.53512053285 409129.8998523887)",e79cb0ae-e672-4590-9017-58034d6b53df,Transport,Modified Attributes,Lyon Street,,756a3e52-ceac-48d6-9f7c-43d5ddd84e04,Pavement,2023-11-10,,,Local Road,29.731,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-05-09,Automated Process,2.37,0.95,87.9113601507814,87.7375164260265,CW
85,"LINESTRING (393924.13312323164 409167.81258040667, 393918.0251127775 409150.15314156725)",e83a2bce-1127-4a23-abb1-e569f11e63a4,Transport,Modified Attributes,Co-Operative Street,,0f241315-6a59-4052-b8ee-4dbdee3b6a7f,Pavement,2023-11-10,,,Local Road,18.687,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2021-04-20,Automated Process,1.58,1.25,43.28401749362592,243.56316451075182,CW
86,"LINESTRING (393878.0825044341 409147.1796473399, 393892.0993524455 409182.21791276685)",eeebece8-38ad-47af-94fd-d03d859f4a21,Transport,Modified Attributes,Provident Street,,cd12263e-37ed-49e2-92e2-d01181ac97d1,Pavement,2023-11-10,,,Local Road,37.74,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-05-09,Automated Process,1.99,0.94,8.190615642219685,183.45964054986408,CW
87,"LINESTRING (393782.4087377511 409197.71731264534, 393794.6166640453 409191.7932328121)",f1225a86-ef71-459e-b1fc-64087540911b,Transport,New,Crown Street,,453d7a83-8295-41b8-9970-934b80bb92e2,Pavement,2023-09-14,,,Local Road,13.568,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2001-04-11,Automated Process,1.89,1.01,89.6064311506246,42.45786440297161,CW
88,"LINESTRING (393878.33382088883 409126.94183660223, 393903.3684841357 409116.91799201944)",f15d1b8d-9af1-40a8-a9de-34b9c035cbb8,Transport,New,King Albert Street,,f0cd1972-a189-40d8-980b-e52ad769b920,Pavement,2023-11-10,,,Local Road,26.967,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-05-09,Automated Process,1.81,1.49,56.98175012437586,187.53404796727108,CW
89,"LINESTRING (393842.88690867054 409193.7536284353, 393844.1370460233 409192.8174143976, 393854.08003577706 409186.42922642827)",f29b7d70-4f65-41d7-a14c-410adc39f23e,Transport,New,Society Street,,c7f35a26-d47f-465f-9db2-a4e39399c560,Pavement,2023-11-10,,,Local Road,13.38,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-05-09,Automated Process,1.7,0.88,29.90169966551775,62.536244816411624,CW
90,"LINESTRING (393820.89914212684 409154.68754733336, 393819.7437552473 409152.20807956904)",fa0c4b2e-774d-4537-8054-c03034da1ee3,Transport,Modified Attributes,,,7735ae4b-d64a-4faa-b34e-9973eefdf8df,Pavement,2023-11-10,,,Restricted Secondary Access Road,2.737,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-05-09,Automated Process,1.62,0.86,69.2987687906994,98.55611317972426,CW
91,"LINESTRING (393809.1349741968 409259.8180123418, 393824.7422879271 409251.1414386546)",fb3fdcf6-9607-49dd-85ab-a6149103c0e2,Transport,New,Fern Common,,982af3c1-c92c-4746-9839-aa45bda6d1cc,Pavement,2023-09-14,,,Local Road,17.857,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-04-22,Automated Process,1.82,1.82,89.71278059436766,332.7863066451239,CW
92,"LINESTRING (393974.0492673529 409167.5136601387, 393982.1367601379 409164.8218615384, 394000.138003859 409163.6191650096, 394012.13441916305 409162.8137026996)",fbe930e8-2bdc-4cf5-a864-6c3963ee03d5,Transport,Modified Attributes,Crossley Street,,8d297a61-315d-4823-ac72-f7f0c331b0a2,Pavement,2023-11-10,,,Local Road,38.589,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-05-09,Automated Process,2.23,0.7,91.62948626294424,300.32735512154875,CW
0,"LINESTRING (436233.92642814596 389895.09241277794, 436235.85551943677 389893.2157192054)",0d53935e-613d-4124-8aa4-068c5e1cfe3d,Transport,New,Osgathorpe Road,,e2df78e4-6587-445e-9fba-e300a5f6d65c,Pavement,2023-09-14,,,Local Road,2.692,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2021-04-19,Automated Process,1.3,1.07,53.301995181935865,239.30143901242877,SHBR
1,"LINESTRING (436234.8718173136 389917.62928630796, 436230.0130829316 389927.92813463195)",0e059e8f-e5e4-4590-a091-93af1ae3d1f4,Transport,Modified Attributes,Crabtree Close,,97cbad22-96cd-4531-a946-fca95780015b,Pavement,2023-11-10,,,Local Road,11.384,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2019-03-29,Automated Process,2.09,1.43,42.57977808566858,276.55569145750405,SHBR
2,"LINESTRING (436402.41923416586 389928.5538743357, 436375.01548027864 389923.9830505207)",0e2bb276-66ef-485c-81e8-9797a24dd5a4,Transport,New,Earl Marshal Road,,6e76a51b-6aaf-44ea-9157-c535326a0e53,Pavement,2023-09-14,,,Local Road,27.786,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2021-04-19,Automated Process,2.21,1.3,98.96315980041382,43.1885450926805,SHBR
3,"LINESTRING (436237.3466524703 389910.4386320747, 436230.01235614816 389904.4416369899, 436227.01260742417 389901.9822604764, 436220.4256854409 389897.3705642624)",0efda9c8-94fb-4872-90dd-1fd4aecc36fa,Transport,New,Barnsley Road,,d33fd255-d623-44dc-9a85-52302d696179,Pavement,2023-11-10,,,A Road,21.388,,,Urban,,,,A6135,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2015-07-03,Automated Process,2.46,1.36,42.63202336591176,253.82301028246192,SHBR
4,"LINESTRING (436375.01548027864 389923.9830505207, 436270.8234834685 389908.54636260716)",155bbe6b-0ec9-4ea0-bb12-e0e3b607b48c,Transport,Modified Attributes,Earl Marshal Road,,d852f743-5412-4c03-87af-4b24d66df95a,Pavement,2023-11-10,,,Local Road,105.328,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2021-04-19,Automated Process,2.4,1.17,18.583948374728077,91.58173666953263,SHBR
5,"LINESTRING (436230.0130829316 389927.92813463195, 436204.01058210694 389982.9808213673, 436199.2066504808 389993.95878933533)",1d018517-7ae3-45e3-a8ee-d884359263cc,Transport,New,Crabtree Close,,3eb8ee5e-fbb5-496c-bd48-9e0369766c61,Pavement,2023-09-14,,,Local Road,72.874,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-03-29,Automated Process,2.35,1.23,46.12617352046683,346.98169642388115,SHBR
6,"LINESTRING (436273.5996754608 389856.5879384498, 436321.05417794164 389812.6470356345)",1da478b2-5ebd-4d4e-b83d-937eac5f3b86,Transport,New,Osgathorpe Road,,f9c30ec9-62e2-4388-a8ea-4fb8bf17c86d,Pavement,2023-09-14,,,Local Road,64.677,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2015-07-03,Automated Process,2.23,1.33,71.57778376153995,165.22888834271066,SHBR
7,"LINESTRING (436317.9507487969 389987.5760586665, 436316.2810232698 389989.44357240945)",2c084026-447e-4910-8e39-47b3666a1302,Transport,New,,,6cfb5d9d-1f81-4a79-b7d0-ddd1d8b1bbc5,Pavement,2023-09-14,,,Restricted Secondary Access Road,2.5,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-03-29,Automated Process,1.78,1.28,72.68547120504235,345.6114315314711,SHBR
8,"LINESTRING (436249.00873059384 389919.9843405508, 436242.67880744743 389914.80715606426)",3309eb22-e55d-422c-a9dc-30b43c76d727,Transport,New,Barnsley Road,,1722d0b3-41a6-4e4d-87fe-ffe04b0234fc,Pavement,2023-09-14,,,A Road,8.183,,,Urban,,,,A6135,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2015-07-03,Automated Process,0.4,0.4,28.323903123465243,255.27642934793414,SHBR
9,"LINESTRING (436277.99575229135 389944.5150043534, 436277.9873753099 389939.5083449868, 436277.9836951486 389939.1189150641, 436269.35302793194 389931.3763567736)",356b5b7f-acb0-4b39-9932-81c7fceebd51,Transport,New,Barnsley Road,,44ea5198-8abc-4b20-9053-db262a028de6,Pavement,2023-09-14,,,A Road,16.986,,,Urban,,,,A6135,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2021-04-19,Automated Process,2.69,1.18,6.954801725349152,356.3069220915139,SHBR
10,"LINESTRING (436367.8384409416 390028.810845065, 436341.01075350755 390001.9819452932, 436322.6610140749 389984.55241819896)",3675aa6a-2e18-4dbc-bab4-2a0b08be0fb4,Transport,New,Barnsley Road,,ed378211-02f9-44a4-b9d9-0fd618392eb5,Pavement,2023-09-14,,,A Road,63.253,,,Urban,,,,A6135,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-03-29,Automated Process,2.21,1.2,73.13585655416419,321.23744394580063,SHBR
11,"LINESTRING (436261.3079707547 389929.66844201466, 436262.85463845235 389934.3530483808, 436262.9008366674 389934.39790344355, 436273.15064466454 389943.4211273563, 436273.328958185 389943.5782471091, 436277.99575229135 389944.5150043534)",3ae976b2-23ad-47be-aa1d-b92cf2493075,Transport,New,Barnsley Road,,736879ad-97e0-423d-80a2-780e2618454b,Pavement,2023-09-14,,,A Road,23.651,,,Urban,,,,A6135,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-03-29,Automated Process,2.68,0.98,13.458887772298283,339.04033777853954,SHBR
12,"LINESTRING (436238.58028745593 389821.7645486925, 436243.5846890142 389830.7700204672, 436268.3168272737 389856.2139062691)",3b9179ff-ed98-49a5-87e7-1491d70ed69b,Transport,New,Osgathorpe Crescent,,8fc56ede-78c2-4705-b4e9-cb3d0468754a,Pavement,2023-11-10,,,Local Road,45.783,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2015-07-03,Automated Process,2.12,1.41,72.33095323924107,197.70920301055176,SHBR
13,"LINESTRING (436375.01548027864 389923.9830505207, 436270.8234834685 389908.54636260716)",4200aa46-93b1-4994-a4a2-8aedd29c616c,Transport,Modified Attributes,Earl Marshal Road,,d852f743-5412-4c03-87af-4b24d66df95a,Pavement,2023-11-10,,,Local Road,105.328,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2021-04-19,Automated Process,2.25,1.4,18.583948374728077,91.58173666953263,SHBR
14,"LINESTRING (436229.9996171747 389927.9502836604, 436204.01058210694 389982.9808213673, 436197.054987414 389998.8822646938)",42469b4e-ccae-491b-bfef-9a8720ab8e28,Transport,New,Crabtree Close,,3eb8ee5e-fbb5-496c-bd48-9e0369766c61,Pavement,2023-09-14,,,Local Road,78.218,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2015-07-03,Automated Process,2.61,1.07,46.13955205087979,350.601468316047,SHBR
15,"LINESTRING (436233.92642814596 389895.09241277794, 436235.85551943677 389893.2157192054)",445930bf-09ab-4325-8fb8-d6c09d4f2ad3,Transport,New,Osgathorpe Road,,e2df78e4-6587-445e-9fba-e300a5f6d65c,Pavement,2023-09-14,,,Local Road,2.692,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2021-04-19,Automated Process,1.78,0.78,53.301995181935865,239.30143901242877,SHBR
16,"LINESTRING (436237.87520618923 389910.87656127877, 436230.01235614816 389904.4416369899, 436227.01260742417 389901.9822604764, 436220.5645363664 389897.47175283474)",48ab203b-d016-46e5-8f70-a96d22163d81,Transport,Modified Attributes,Barnsley Road,,d33fd255-d623-44dc-9a85-52302d696179,Pavement,2023-11-10,,,A Road,21.903,,,Urban,,,,A6135,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2021-04-19,Automated Process,2.54,0.75,41.96982344723895,253.77782150507284,SHBR
17,"LINESTRING (436245.42692519265 390023.6380884517, 436257.709658248 390030.21796999767)",4adfbecb-8039-4c02-96b0-46e720eef382,Transport,Modified Attributes,Cannon Hall Road,,eb68675b-277d-4e5f-9d26-68f8180e7f5b,Pavement,2023-11-10,,,Local Road,13.929,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2021-04-19,Automated Process,1.76,1.35,100.33344316596693,20.505013436104548,SHBR
18,"LINESTRING (436374.37979990843 389927.9945952028, 436373.9816372817 389930.5059762526)",50172599-8a60-4a7f-a54c-4f1e83186d7a,Transport,New,,,df429948-63db-430a-941c-905eafdeb96c,Pavement,2023-09-14,,,Restricted Secondary Access Road,2.543,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2021-04-19,Automated Process,1.99,1.25,97.87185399633232,48.406352021842,SHBR
19,"LINESTRING (436402.41923416586 389928.5538743357, 436375.01548027864 389923.9830505207)",516927cc-f214-42f0-9991-a846c693c808,Transport,New,Earl Marshal Road,,6e76a51b-6aaf-44ea-9157-c535326a0e53,Pavement,2023-09-14,,,Local Road,27.786,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2021-04-19,Automated Process,2.15,1.25,98.96315980041382,43.1885450926805,SHBR
20,"LINESTRING (436247.0094560222 390024.4845735374, 436261.0137262355 390031.9898884976)",52ead4bc-1392-4ba8-b1c5-b65e13872f42,Transport,Modified Attributes,Cannon Hall Road,,eb68675b-277d-4e5f-9d26-68f8180e7f5b,Pavement,2023-11-10,,,Local Road,15.882,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2019-03-29,Automated Process,1.55,0.65,100.67037174951533,18.854238391843523,SHBR
21,"LINESTRING (436235.85551943677 389893.2157192054, 436268.8916769414 389861.0468692638)",5403513c-035a-4929-ac5c-50cfe102bc26,Transport,New,Osgathorpe Road,,811bbf7a-57e1-40d5-98f0-6e5f181c6652,Pavement,2023-11-10,,,Local Road,46.112,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2021-04-19,Automated Process,2.41,1.23,53.11086304544067,209.4110856995826,SHBR
22,"LINESTRING (436246.99727440585 390020.8463545165, 436258.05045026285 390001.19343624276)",5afb6c60-0b21-433a-bdc6-7c0d7d820d77,Transport,New,,,0bed9442-41ae-4bb8-9b54-2c178baa302f,Pavement,2023-09-14,,,Restricted Local Access Road,22.551,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-03-29,Automated Process,0.83,0.44,75.27828055829673,15.44775399850505,SHBR
23,"LINESTRING (436261.3079707547 389929.66844201466, 436249.00873059384 389919.9843405508)",6d01556a-ff96-4a90-8447-700e6feaa1df,Transport,New,Barnsley Road,,2b20e436-879b-414f-bf8f-3e39fa053f98,Pavement,2023-09-14,,,A Road,15.652,,,Urban,,,,A6135,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-03-29,Automated Process,1.88,1.21,14.911428975326652,264.9469187912903,SHBR
24,"LINESTRING (436237.54097318294 389911.9865930924, 436230.0130829316 389927.92813463195)",6ecbfc5e-b3ca-473a-ad50-4033e8628620,Transport,New,Crabtree Close,,97cbad22-96cd-4531-a946-fca95780015b,Pavement,2023-11-10,,,Local Road,17.628,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2015-07-03,Automated Process,2.7,1.35,41.834255009921094,270.77830705625763,SHBR
25,"LINESTRING (436321.47292916203 389983.41964819696, 436301.010830641 389963.9825740703, 436278.1014445718 389944.6048161276)",703484cd-27e9-4520-8f52-7c64be63e342,Transport,New,Barnsley Road,,02082c96-bf3f-47c2-9a89-5536dc16f943,Pavement,2023-09-14,,,A Road,58.231,,,Urban,,,,A6135,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2021-04-19,Automated Process,2.8,0.97,16.600567145905753,4.322198154047896,SHBR
26,"LINESTRING (436214.90488476714 389893.32327764796, 436182.9898174673 389868.1810826639)",7996f6c3-0a44-4055-8446-b4d93ed0aecf,Transport,New,Barnsley Road,,31cc67fd-8ca3-452c-a65a-3e4eee8265bb,Pavement,2023-09-14,,,A Road,40.632,,,Urban,,,,A6135,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2015-07-03,Automated Process,1.69,1.69,70.43051600892568,260.893728007273,SHBR
27,"LINESTRING (436261.3079707547 389929.66844201466, 436262.85463845235 389934.3530483808, 436262.9008366674 389934.39790344355, 436266.8303945158 389937.85458164435, 436268.4352195471 389939.26865749725, 436273.15064466454 389943.4211273563, 436273.328958185 389943.5782471091, 436277.99575229135 389944.5150043534)",81050105-ec1e-4bfe-8ba2-bb279a2da5f9,Transport,New,Barnsley Road,,736879ad-97e0-423d-80a2-780e2618454b,Pavement,2023-09-14,,,A Road,23.651,,,Urban,,,,A6135,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2021-04-19,Automated Process,1.61,1.16,13.457162629983504,339.040247053571,SHBR
28,"LINESTRING (436270.8234834685 389908.54636260716, 436267.0114753052 389907.98327662895, 436264.0129589726 389907.98268031696, 436260.00851693423 389909.98818586976, 436258.0129877844 389910.9854279957, 436253.8391170728 389915.1591724761)",8c184eec-774c-402c-aa63-eb7a555d33e3,Transport,Modified Attributes,Earl Marshal Road,,c685a51d-7a7b-4643-b204-194ede922d25,Pavement,2023-11-10,,,Local Road,19.463,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2021-04-19,Automated Process,2.7,1.32,20.28316258157598,216.67718931954346,SHBR
29,"LINESTRING (436202.72899765155 390001.128323668, 436205.0095926485 390001.980104566, 436230.0122418575 390015.3766567469, 436243.64579928253 390022.6788338358)",933f1a71-3bdb-4260-aae1-913a365b1c9c,Transport,Modified Geometry And Attributes,Cannon Hall Road,,f9b7258f-26e9-40d5-ac2d-1382addb6b8b,Pavement,2023-11-10,,,Local Road,46.269,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2019-03-29,Automated Process,1.89,1.18,98.69633997388664,33.67560009643336,SHBR
30,"LINESTRING (436270.5844019565 389908.5111633094, 436267.0114753052 389907.98327662895, 436264.0129589726 389907.98268031696, 436260.00851693423 389909.98818586976, 436258.0129877844 389910.9854279957, 436252.6465839272 389916.3516715717)",a9a9bb57-a69e-4caf-a8da-3d667f0cd4ad,Transport,Modified Geometry And Attributes,Earl Marshal Road,,c685a51d-7a7b-4643-b204-194ede922d25,Pavement,2023-11-10,,,Local Road,20.912,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2021-04-19,Automated Process,2.59,1.2,20.38098871422142,218.9677441093653,SHBR
31,"LINESTRING (436235.85551943677 389893.2157192054, 436271.01503743586 389858.98253212613)",b4f9faea-842b-4d60-b695-3f0b2dca9ccd,Transport,Modified Attributes,Osgathorpe Road,,811bbf7a-57e1-40d5-98f0-6e5f181c6652,Pavement,2023-11-10,,,Local Road,49.068,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2021-04-19,Automated Process,2.57,1.05,53.1106471387871,207.78918446965685,SHBR
32,"LINESTRING (436238.58028745593 389821.7645486925, 436243.5846890142 389830.7700204672, 436268.11890447425 389856.01213427575)",bd82cc91-f825-4ca4-9adc-cad0d41f221c,Transport,Modified Attributes,Osgathorpe Crescent,,8fc56ede-78c2-4705-b4e9-cb3d0468754a,Pavement,2023-11-10,,,Local Road,45.5,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2021-04-19,Automated Process,2.27,1.09,72.55315664474838,197.7533274744726,SHBR
33,"LINESTRING (436203.52456791425 390001.4236453477, 436205.0095926485 390001.980104566, 436230.0122418575 390015.3766567469, 436243.7053776393 390022.71266485396)",c1f7640e-5723-4c31-82cd-3d563e588ce4,Transport,Modified Attributes,Cannon Hall Road,,f9b7258f-26e9-40d5-ac2d-1382addb6b8b,Pavement,2023-11-10,,,Local Road,45.485,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2021-04-19,Automated Process,2.08,0.93,98.69633997388664,33.56285127750613,SHBR
34,"LINESTRING (436269.35302793194 389931.3763567736, 436267.9795306177 389930.1420557132, 436266.2916538157 389930.0290619905, 436261.3079707547 389929.66844201466)",c3108497-1a81-4f2f-a019-c1bf9a6437f5,Transport,New,Barnsley Road,,6f5e7b2d-619e-4e48-b14c-b091eb5ba357,Pavement,2023-09-14,,,A Road,8.536,,,Urban,,,,A6135,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-03-29,Automated Process,2.0,1.21,7.526416114985737,289.80609324754096,SHBR
35,"LINESTRING (436214.90488476714 389893.32327764796, 436182.9898174673 389868.1810826639)",cbde1976-f7ec-49f9-998c-1141e977d093,Transport,New,Barnsley Road,,31cc67fd-8ca3-452c-a65a-3e4eee8265bb,Pavement,2023-09-14,,,A Road,40.632,,,Urban,,,,A6135,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2021-04-19,Automated Process,2.15,1.28,70.43051600892568,260.893728007273,SHBR
36,"LINESTRING (436277.99575229135 389944.5150043534, 436277.9873753099 389939.5083449868, 436277.9836951486 389939.1189150641, 436272.7405699623 389934.4172560286, 436271.60479810904 389933.39615525777, 436271.1557738641 389932.9922056069, 436269.35302793194 389931.3763567736)",d311c399-3b1c-49a8-b140-d00f2b1d435a,Transport,New,Barnsley Road,,44ea5198-8abc-4b20-9053-db262a028de6,Pavement,2023-09-14,,,A Road,16.986,,,Urban,,,,A6135,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-03-29,Automated Process,1.3,1.11,6.954394659882953,356.3064351521462,SHBR
37,"LINESTRING (436244.8923173117 389916.6152606821, 436238.01397164195 389910.98887548846)",d669ca3c-b4f0-43af-97a4-d5aa8672a36c,Transport,New,Barnsley Road,,1722d0b3-41a6-4e4d-87fe-ffe04b0234fc,Pavement,2023-09-14,,,A Road,8.889,,,Urban,,,,A6135,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2021-04-19,Automated Process,3.06,1.12,33.297455451769856,253.80245275952763,SHBR
38,"LINESTRING (436268.8049587296 389930.8826464331, 436267.9795306177 389930.1420557132, 436266.2916538157 389930.0290619905, 436262.1319223308 389929.7303485119)",db197084-c775-476b-a028-33d09fbcec60,Transport,New,Barnsley Road,,6f5e7b2d-619e-4e48-b14c-b091eb5ba357,Pavement,2023-09-14,,,A Road,6.972,,,Urban,,,,A6135,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2021-04-19,Automated Process,1.76,1.32,7.836743084580392,289.3927704629782,SHBR
39,"LINESTRING (436367.79880768 390028.7771648895, 436341.01075350755 390001.9819452932, 436323.2286761422 389985.09078755404, 436323.12963373226 389985.00102549716, 436322.7732678203 389984.65340684296, 436322.7138593454 389984.59732459194)",db4e2e68-f7e8-422c-be45-eb7590f7fd75,Transport,New,Barnsley Road,,ed378211-02f9-44a4-b9d9-0fd618392eb5,Pavement,2023-09-14,,,A Road,63.127,,,Urban,,,,A6135,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2021-04-19,Automated Process,2.74,1.36,73.20412261500219,321.2295479857197,SHBR
40,"LINESTRING (436271.01503743586 389858.98253212613, 436325.011543682 389808.98348208005)",dbd362aa-3108-485e-b363-a4ada6b28827,Transport,New,Osgathorpe Road,,f9c30ec9-62e2-4388-a8ea-4fb8bf17c86d,Pavement,2023-09-14,,,Local Road,73.593,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2021-04-19,Automated Process,2.43,1.34,69.32774066053305,164.91897029080917,SHBR
41,"LINESTRING (436220.34632995736 389897.3143315263, 436217.0131439854 389894.98593315494, 436215.0172276234 389893.4131385907)",e937eaf2-9934-4fa1-bd93-e3f300b13371,Transport,New,Barnsley Road,,febd6545-5fa0-4a93-a652-9e9a733efc38,Pavement,2023-09-14,,,A Road,6.607,,,Urban,,,,A6135,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2015-07-03,Automated Process,1.5,1.5,63.73253725091636,256.45785509546886,SHBR
42,"LINESTRING (436246.9163961888 390020.99037352856, 436253.7234794528 390008.892882628)",ea4fc288-b858-40a3-85f3-d4a43d36e1c4,Transport,New,,,0bed9442-41ae-4bb8-9b54-2c178baa302f,Pavement,2023-09-14,,,Restricted Local Access Road,13.885,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-03-29,Automated Process,1.52,1.39,83.82481351253088,18.015908368564908,SHBR
43,"LINESTRING (436220.4256854409 389897.3705642624, 436217.0131439854 389894.98593315494, 436214.90488476714 389893.32327764796)",ebc2d1a5-dbc1-4816-9f23-dc3f2366a7f8,Transport,New,Barnsley Road,,febd6545-5fa0-4a93-a652-9e9a733efc38,Pavement,2023-09-14,,,A Road,6.848,,,Urban,,,,A6135,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2021-04-19,Automated Process,1.74,1.24,63.63588790058089,256.46084965545276,SHBR
